,latitude,longitude,diameter_mm,length_cm_drilled,length_cm_concrete,date
26681,-22.43327,-46.56907,400,1608,1568,2014-10-17
26682,-22.43327,-46.56914,400,1608,1576,2014-10-15
26683,-22.43327,-42.96834,500,1008,1016,2018-02-10
26684,-22.43328,-46.56919,400,1616,1608,2014-10-14
26685,-22.43328,-46.56895,400,1608,1568,2014-10-16
26686,-22.43328,-46.569,400,1608,1584,2014-10-16
26687,-22.43328,-46.56898,400,1608,1552,2014-10-16
26688,-22.43328,-46.56896,400,1592,1592,2014-10-16
26689,-22.43328,-46.56904,400,1608,1560,2014-10-17
26690,-22.43328,-46.56912,400,1608,1560,2014-10-15
26691,-22.43328,-42.96837,400,1592,1504,2018-02-08
26692,-22.43328,-42.9684,400,1608,1536,2018-02-08
26693,-22.43328,-42.96846,500,1576,1464,2018-02-08
26694,-22.43328,-42.96846,400,1568,1496,2018-02-09
26695,-22.43328,-42.96853,400,1584,1472,2018-02-09
26696,-22.43328,-42.96816,500,1608,1632,2020-04-09
26697,-22.43329,-46.56914,400,1608,1544,2014-10-14
26698,-22.43329,-46.56916,400,1608,1568,2014-10-14
26699,-22.43329,-46.56898,400,1584,1568,2014-10-16
26700,-22.43329,-46.56903,400,1640,1584,2014-10-15
26701,-22.43329,-46.5691,400,1592,1536,2014-10-15
26702,-22.43329,-42.96838,500,1680,296,2018-02-10
26703,-22.43329,-42.9685,400,1544,1504,2018-02-09
26704,-22.43329,-42.96846,400,1608,1488,2018-02-09
26705,-22.4333,-46.56912,400,1608,1520,2014-10-14
26706,-22.4333,-46.56913,400,1592,1576,2014-10-14
26707,-22.4333,-46.56911,400,1608,1568,2014-10-14
26708,-22.4333,-46.56917,400,896,888,2014-10-14
26709,-22.4333,-46.56896,400,1608,1600,2014-10-16
26710,-22.4333,-42.96839,500,1576,1520,2018-02-08
26711,-22.4333,-42.96838,500,1560,1560,2018-02-10
26712,-22.4333,-42.96843,400,1536,1576,2018-02-10
26713,-22.4333,-42.96838,500,1576,1488,2018-02-10
26714,-22.43331,-46.56896,400,1616,1560,2014-10-16
26715,-22.43331,-46.56901,400,1592,1576,2014-10-16
26716,-22.43331,-46.56907,400,1608,1536,2014-10-17
26717,-22.43331,-46.56904,400,1608,1472,2014-10-17
26718,-22.43331,-46.56906,400,1608,1568,2014-10-15
26719,-22.43331,-46.56909,400,1608,1448,2014-10-15
26720,-22.43331,-46.56912,400,1608,1544,2014-10-15
26721,-22.43331,-42.96838,500,1576,1512,2018-02-08
26722,-22.43331,-42.96837,400,1600,1528,2018-02-08
26723,-22.43331,-42.96851,400,1568,1488,2018-02-09
26724,-22.43332,-46.56895,400,1576,1576,2014-10-16
26725,-22.43332,-46.56897,400,1608,1560,2014-10-16
26726,-22.43332,-46.56902,400,1608,1600,2014-10-17
26727,-22.43332,-46.56911,400,1640,1544,2014-10-15
26728,-22.43332,-46.56901,400,1608,1568,2014-10-15
26729,-22.43332,-46.56915,400,1608,1472,2014-10-15
26730,-22.43332,-46.56908,400,1608,1560,2014-10-15
26731,-22.43332,-46.56909,400,1608,1544,2014-10-15
26732,-22.43332,-42.96834,400,1568,1296,2018-02-08
26733,-22.43332,-42.96842,500,1568,1480,2018-02-08
26734,-22.43332,-42.96847,400,1584,1496,2018-02-09
26735,-22.43333,-46.56914,400,1528,1296,2014-10-14
26736,-22.43333,-46.56914,400,1592,1472,2014-10-14
26737,-22.43333,-46.5691,400,1608,1088,2014-10-13
26738,-22.43333,-46.56898,400,1584,1560,2014-10-16
26739,-22.43333,-46.5691,400,1608,1552,2014-10-15
26740,-22.43333,-42.9685,500,1576,1496,2018-02-08
26741,-22.43333,-42.96834,400,1608,1528,2018-02-07
26742,-22.43333,-42.96845,400,1584,1520,2018-02-09
26743,-22.43334,-46.56917,400,1608,1592,2014-10-13
26744,-22.43334,-46.56898,400,1608,1568,2014-10-16
26745,-22.43334,-46.56901,400,1368,1680,2014-10-16
26746,-22.43334,-46.5691,400,1608,1552,2014-10-15
26747,-22.43334,-42.96836,400,1544,1488,2018-02-08
26748,-22.43334,-42.96835,400,1608,1496,2018-02-07
26749,-22.43334,-42.96848,400,1576,1488,2018-02-09
26750,-22.43334,-42.96843,400,1584,1568,2018-02-09
26751,-22.43335,-46.56906,400,1576,1104,2014-10-14
26752,-22.43335,-46.56919,400,1608,1520,2014-10-13
26753,-22.43335,-46.56917,400,1608,1576,2014-10-13
26754,-22.43335,-46.56912,400,1608,1560,2014-10-13
26755,-22.43335,-46.56897,400,1592,1552,2014-10-16
26756,-22.43335,-46.56904,400,1608,1600,2014-10-17
26757,-22.43335,-46.56905,400,1616,1512,2014-10-17
26758,-22.43335,-42.96831,400,1576,1520,2018-02-07
26759,-22.43335,-42.9683,400,1528,1536,2018-02-07
26760,-22.43335,-42.96833,500,1608,1528,2018-02-10
26761,-22.43335,-42.96836,400,1592,1504,2018-02-10
26762,-22.43335,-42.96843,400,1576,1520,2018-02-10
26763,-22.43336,-46.56916,400,1608,1552,2014-10-13
26764,-22.43336,-46.56916,400,1608,1576,2014-10-13
26765,-22.43336,-46.56902,400,1576,1584,2014-10-16
26766,-22.43336,-46.56906,400,1608,1544,2014-10-17
26767,-22.43336,-46.56903,400,1608,1576,2014-10-17
26768,-22.43336,-46.56912,400,1600,1408,2014-10-15
26769,-22.43336,-42.96829,500,1592,1496,2018-02-08
26770,-22.43336,-42.96829,400,1608,1528,2018-02-07
26771,-22.43336,-42.96842,400,1544,1512,2018-02-10
26772,-22.43336,-42.96842,400,1576,1000,2018-02-09
26773,-22.43337,-46.56915,400,1592,1504,2014-10-14
26774,-22.43337,-46.56917,400,1608,1600,2014-10-13
26775,-22.43337,-46.56914,400,1608,504,2014-10-13
26776,-22.43337,-46.56917,400,1608,1096,2014-10-13
26777,-22.43337,-46.56912,400,1608,1560,2014-10-13
26778,-22.43337,-46.56895,400,1592,1488,2014-10-16
26779,-22.43337,-46.56907,400,1608,1080,2014-10-17
26780,-22.43338,-46.56929,400,1608,1072,2014-10-13
26781,-22.43338,-46.56913,400,1608,1544,2014-10-13
26782,-22.43338,-46.56914,400,1600,1568,2014-10-13
26783,-22.43338,-42.96841,500,1520,1488,2018-02-08
26784,-22.43338,-42.96839,400,1608,1488,2018-02-08
26785,-22.43338,-42.96845,400,1568,1536,2018-02-10
26786,-22.43338,-42.96856,500,1608,1600,2020-04-20
26787,-22.43338,-42.96869,400,1600,1640,2020-04-16
26788,-22.43339,-46.56896,400,1584,1560,2014-10-14
26789,-22.43339,-46.56898,400,1584,1544,2014-10-16
26790,-22.43339,-46.56901,400,1632,1560,2014-10-15
26791,-22.43339,-42.96841,400,1544,1464,2018-02-09
26792,-22.43339,-42.96839,400,1576,976,2018-02-09
26793,-22.43339,-42.9684,400,1592,1536,2018-02-09
26794,-22.43339,-42.9684,400,1576,1520,2018-02-09
26795,-22.43339,-42.96856,500,1608,1456,2020-04-13
26796,-22.43339,-42.96852,500,1040,264,2020-04-13
26797,-22.43339,-42.96831,400,1608,1592,2020-04-15
26798,-22.4334,-46.56914,400,1608,1568,2014-10-13
26799,-22.4334,-46.56916,250,504,384,2014-10-13
26800,-22.4334,-46.56917,400,1616,1576,2014-10-13
26801,-22.43341,-46.56916,400,1608,1576,2014-10-13
26802,-22.43341,-46.56901,400,1520,1472,2014-10-15
26803,-22.43341,-42.96841,500,1576,1496,2018-02-08
26804,-22.43341,-42.96839,400,1608,1480,2018-02-09
26805,-22.43341,-42.96866,500,1608,1616,2020-04-16
26806,-22.43342,-46.56892,400,1584,1552,2014-10-16
26807,-22.43342,-42.96841,500,1560,1512,2018-02-08
26808,-22.43342,-42.96837,400,1560,1496,2018-02-09
26809,-22.43343,-42.96838,500,1528,1440,2018-02-08
26810,-22.43343,-42.96868,500,1488,1240,2020-04-20
26811,-22.43343,-42.96852,400,1632,1584,2020-04-16
26812,-22.43343,-42.96839,500,1608,1632,2020-04-18
26813,-22.43344,-42.96861,500,1072,1024,2020-04-16
26814,-22.43344,-42.96866,500,456,248,2020-04-17
26815,-22.43344,-42.96871,400,1640,1640,2020-04-15
26816,-22.43345,-46.56904,400,1608,1560,2014-10-13
26817,-22.43345,-42.96844,400,1560,1176,2018-02-09
26818,-22.43346,-42.96846,500,1624,1616,2020-04-11
26819,-22.43346,-42.96859,500,1616,1088,2020-04-18
26820,-22.43346,-42.96859,500,1608,1720,2020-04-09
26821,-22.43347,-42.9685,500,1456,1424,2020-04-11
26822,-22.43347,-42.96861,400,1600,1576,2020-04-16
26823,-22.43347,-42.96851,400,1624,1032,2020-04-16
26824,-22.43347,-42.96864,500,1608,1736,2020-04-17
26825,-22.43348,-42.96837,500,1616,1248,2020-04-20
26826,-22.43348,-42.96861,500,1608,1600,2020-04-18
26827,-22.43348,-42.96867,500,1600,1640,2020-04-17
26828,-22.43349,-46.56904,400,1608,1408,2014-10-15
26829,-22.4335,-42.96843,500,1632,1616,2020-04-11
26830,-22.4335,-42.96845,500,1608,1608,2020-04-11
26831,-22.4335,-42.96845,500,1608,1616,2020-04-13
26832,-22.4335,-42.96867,500,1608,1440,2020-04-13
26833,-22.4335,-42.96865,500,1608,1600,2020-04-16
26834,-22.4335,-42.96836,500,1504,1528,2020-04-18
26835,-22.4335,-42.9686,500,1624,1472,2020-04-17
26836,-22.4335,-42.96861,500,1616,1296,2020-04-17
26837,-22.43351,-42.96838,500,1616,1632,2020-04-11
26838,-22.43351,-42.96839,500,0,1496,2020-04-11
26839,-22.43351,-42.96852,500,1560,1632,2020-04-20
26840,-22.43351,-42.96864,500,1616,1608,2020-04-13
26841,-22.43351,-42.96853,500,1608,1616,2020-04-16
26842,-22.43351,-42.96849,500,1608,1616,2020-04-18
26843,-22.43352,-42.96858,500,1608,1592,2020-04-13
26844,-22.43352,-42.96878,400,1608,1656,2020-04-16
26845,-22.43352,-42.96843,500,1592,1616,2020-04-09
26846,-22.43352,-42.96842,400,1616,1624,2020-04-15
26847,-22.43353,-42.96842,400,1632,1632,2020-04-08
26848,-22.43353,-42.96855,500,1568,1584,2020-04-17
26849,-22.43355,-42.96828,400,1616,1648,2020-04-08
26850,-22.43355,-42.96848,500,1568,1552,2020-04-13
26851,-22.43355,-42.96852,400,1600,1656,2020-04-16
26852,-22.43355,-42.9686,400,1648,1624,2020-04-16
26853,-22.43355,-42.9684,400,1624,1640,2020-04-09
26854,-22.43356,-42.96833,400,1616,1608,2020-04-08
26855,-22.43356,-42.96851,500,1600,1616,2020-04-13
26856,-22.43356,-42.96845,500,1624,1664,2020-04-13
26857,-22.43356,-42.96855,500,1608,1656,2020-04-09
26858,-22.43356,-42.96852,500,1600,1056,2020-04-09
26859,-22.43357,-42.96837,400,1624,1616,2020-04-09
26860,-22.43357,-42.96855,500,1592,1544,2020-04-17
26861,-22.43358,-42.96838,500,1608,1600,2020-04-09
26862,-22.43358,-42.96839,400,1608,776,2020-04-15
26863,-22.43359,-42.96838,500,1640,1664,2020-04-18
26864,-22.43359,-42.96834,500,1632,1632,2020-04-09
26865,-22.4336,-42.96849,400,1608,1648,2020-04-15
26866,-22.43361,-42.96776,400,1608,1608,2020-04-08
26867,-22.43361,-42.96838,500,1640,1648,2020-04-18
26868,-22.43361,-42.96839,500,1608,1640,2020-04-18
26869,-22.43361,-42.96833,400,1608,1624,2020-04-09
26870,-22.43362,-42.96837,500,1608,1624,2020-04-11
26871,-22.43362,-42.96838,500,1608,1648,2020-04-11
26872,-22.43362,-42.96848,500,1608,1656,2020-04-13
26873,-22.43362,-42.96842,500,1608,1616,2020-04-09
26874,-22.43362,-42.96842,500,1608,1616,2020-04-09
26875,-22.43362,-42.96828,500,1616,1608,2020-04-09
26876,-22.43363,-42.96844,500,1624,1136,2020-04-20
26877,-22.43363,-42.96837,500,1656,1624,2020-04-09
26878,-22.43363,-42.96845,500,96,96,2020-04-09
26879,-22.43363,-42.96848,400,1624,1616,2020-04-15
26880,-22.43364,-42.96833,500,1608,1640,2020-04-11
26881,-22.43364,-42.96833,400,1608,1608,2020-04-09
26882,-22.43364,-42.96846,400,1616,1656,2020-04-15
26883,-22.43365,-42.96835,500,1624,1624,2020-04-11
26884,-22.43365,-42.96839,500,1608,1632,2020-04-09
26885,-22.43367,-42.96837,500,592,48,2020-04-09
26886,-22.43367,-42.96832,400,1624,1632,2020-04-15
26887,-22.43368,-42.96864,500,1632,1616,2020-04-13
26888,-22.43369,-42.96839,400,1608,1608,2020-04-08
26889,-22.43369,-42.96864,500,1416,1440,2020-04-13
26890,-22.43369,-42.96834,400,1608,1648,2020-04-09
26891,-22.4337,-42.96841,500,1616,1624,2020-04-11
26892,-22.4337,-42.96838,400,640,16,2020-04-08
26893,-22.43372,-42.96822,400,1624,1624,2020-04-08
26894,-22.43373,-42.96859,500,1616,1616,2020-04-13
26895,-22.43374,-42.96828,400,1608,1624,2020-04-08
26896,-22.43374,-42.96847,500,1600,1624,2020-04-17
26897,-22.4338,-42.9683,500,1624,1104,2020-04-17
26898,-22.4342,-46.95339,250,1008,1040,2019-08-19
26899,-22.43421,-46.95337,250,1008,1064,2019-08-19
26900,-22.43421,-46.95341,250,976,1040,2019-08-19
26901,-22.43422,-46.95339,250,992,1064,2019-08-19
26902,-22.43425,-46.95329,250,1008,1048,2019-08-19
26903,-22.43427,-46.95342,250,1008,1048,2019-08-19
26904,-22.43427,-46.95343,250,1008,1048,2019-08-19
26905,-22.43427,-46.95343,250,984,1024,2019-08-19
26906,-22.43428,-46.95338,250,1008,1048,2019-08-19
26907,-22.43428,-46.95337,250,1016,1008,2019-08-19
26908,-22.43429,-46.9534,250,1008,1040,2019-08-19
26909,-22.43429,-46.95338,250,1008,1040,2019-08-19
26910,-22.4343,-46.9534,250,1008,1000,2019-08-19
26911,-22.43431,-46.95342,250,1008,1048,2019-08-19
26912,-22.43431,-46.95341,250,1000,1040,2019-08-19
26913,-22.43432,-46.95346,250,1008,1048,2019-08-19
26914,-22.43432,-46.95336,250,1008,1040,2019-08-19
26915,-22.43433,-46.9534,250,1008,1064,2019-08-19
26916,-22.43434,-46.95342,250,1008,1024,2019-08-19
26917,-22.43434,-46.95345,250,1032,1040,2019-08-19
26918,-22.43434,-46.95345,250,1008,1056,2019-08-19
26919,-22.43435,-46.95347,250,1032,1056,2019-08-19
26920,-22.43437,-46.9534,250,1000,1048,2019-08-19
26921,-22.43437,-46.95345,250,1008,1056,2019-08-19
26922,-22.43438,-46.95344,250,1008,1024,2019-08-19
26923,-22.43438,-46.95344,250,1016,1080,2019-08-19
26924,-22.43438,-46.95343,250,1008,1016,2019-08-19
26925,-22.43439,-46.95342,250,1008,1048,2019-08-19
26926,-22.43439,-46.95345,250,1008,1040,2019-08-19
26927,-22.43439,-46.95352,250,1008,1056,2019-08-19
26928,-22.4344,-46.95344,250,1024,1064,2019-08-19
26929,-22.4344,-46.95343,250,1008,1024,2019-08-19
26930,-22.4344,-46.95347,250,1008,1048,2019-08-19
26931,-22.43441,-46.95348,250,1008,1000,2019-08-19
26932,-22.43441,-46.95332,250,1008,1048,2019-08-19
26933,-22.43441,-46.95345,250,1008,1040,2019-08-19
26934,-22.43443,-46.95342,250,1016,1032,2019-08-19
26935,-22.43443,-46.95341,250,1016,1080,2019-08-19
26936,-22.43444,-46.95347,250,1008,1056,2019-08-19
26937,-22.43449,-45.46907,400,1032,88,2014-09-05
26938,-22.43449,-45.46906,400,1608,1568,2014-09-05
26939,-22.4345,-45.46906,400,1608,1576,2014-09-05
26940,-22.4345,-45.469,350,1608,1584,2014-09-09
26941,-22.43451,-45.46902,350,1576,1576,2014-09-08
26942,-22.43451,-45.46892,350,1608,1552,2014-09-09
26943,-22.43452,-45.46901,350,1256,1264,2014-09-08
26944,-22.43452,-45.46902,400,1608,1592,2014-09-05
26945,-22.43452,-45.46904,400,1584,1552,2014-09-05
26946,-22.43452,-45.46901,350,1608,1568,2014-09-09
26947,-22.43452,-45.46899,350,1608,1560,2014-09-09
26948,-22.43453,-45.46899,350,1592,1560,2014-09-08
26949,-22.43453,-45.46908,400,1592,1568,2014-09-05
26950,-22.43453,-45.46904,400,1624,1560,2014-09-05
26951,-22.43454,-45.46911,400,1616,1544,2014-09-05
26952,-22.43454,-45.46909,400,1616,1560,2014-09-05
26953,-22.43455,-45.46904,350,1608,1568,2014-09-08
26954,-22.43455,-45.46905,400,1608,1560,2014-09-05
26955,-22.43455,-45.46906,400,1608,1544,2014-09-05
26956,-22.43455,-45.46904,400,1608,1568,2014-09-05
26957,-22.43455,-45.46905,400,1616,1552,2014-09-05
26958,-22.43455,-45.46896,350,1608,1568,2014-09-09
26959,-22.43455,-45.46901,350,1608,1584,2014-09-09
26960,-22.43456,-45.46901,350,1632,1560,2014-09-08
26961,-22.43456,-45.46905,350,1608,1560,2014-09-09
26962,-22.43456,-45.46895,350,1616,1552,2014-09-09
26963,-22.43458,-45.46905,350,1608,1536,2014-09-08
26964,-22.43458,-45.46907,350,120,1544,2014-09-08
26965,-22.43458,-45.46897,400,1608,1520,2014-09-05
26966,-22.43458,-45.46908,350,1608,1576,2014-09-09
26967,-22.43459,-45.46893,350,1608,1544,2014-09-08
26968,-22.43459,-45.46896,350,1616,1496,2014-09-08
26969,-22.43459,-45.46904,350,88,1560,2014-09-08
26970,-22.43459,-45.46895,350,1616,1576,2014-09-09
26971,-22.43459,-45.46892,350,1528,1424,2014-09-09
26972,-22.4346,-45.46903,350,1608,1560,2014-09-08
26973,-22.4346,-45.46902,350,1592,1576,2014-09-08
26974,-22.4346,-45.46887,400,1608,1528,2014-09-05
26975,-22.4346,-45.4689,350,1584,1528,2014-09-09
26976,-22.4346,-45.46891,350,1544,1528,2014-09-09
26977,-22.4346,-45.46888,300,560,1096,2014-09-04
26978,-22.4346,-45.4689,400,1512,1272,2014-09-04
26979,-22.43461,-45.46894,350,1608,1552,2014-09-08
26980,-22.43461,-45.46898,400,1592,1568,2014-09-05
26981,-22.43461,-45.46888,400,1616,1552,2014-09-05
26982,-22.43461,-45.46894,400,1608,1576,2014-09-05
26983,-22.43461,-45.46897,400,1608,1544,2014-09-05
26984,-22.43461,-45.46897,400,1608,1568,2014-09-05
26985,-22.43461,-45.46893,400,1576,1600,2014-09-05
26986,-22.43461,-45.46913,350,1616,1576,2014-09-09
26987,-22.43461,-46.95338,250,1008,1048,2019-08-19
26988,-22.43462,-45.4691,350,1608,1552,2014-09-08
26989,-22.43462,-45.4689,400,1608,1656,2014-09-05
26990,-22.43464,-46.95436,250,1216,1208,2015-09-01
26991,-22.43465,-46.95439,250,1208,1200,2015-09-01
26992,-22.43465,-46.9544,250,1208,1096,2015-09-01
26993,-22.43465,-46.95437,250,1208,1192,2015-09-01
26994,-22.43466,-46.95439,250,1216,1216,2015-09-01
26995,-22.43466,-46.95439,250,1216,1208,2015-09-01
26996,-22.43466,-46.95432,250,1208,1160,2015-09-01
26997,-22.43467,-46.95439,250,1208,1208,2015-09-01
26998,-22.43467,-46.95432,250,1216,1200,2015-09-01
26999,-22.43468,-46.95436,250,1208,1200,2015-09-01
27000,-22.43469,-46.95429,250,1208,1208,2015-09-01
27001,-22.43469,-46.9543,250,1208,1176,2015-09-01
27002,-22.43469,-46.95437,250,1208,1192,2015-09-01
27003,-22.43469,-46.95437,250,1208,1200,2015-09-01
27004,-22.4347,-46.95437,250,1008,1808,2015-07-01
27005,-22.4347,-46.95432,250,1208,1192,2015-09-01
27006,-22.4347,-46.9544,250,1208,1192,2015-09-01
27007,-22.4347,-46.95439,250,1216,320,2015-09-01
27008,-22.4347,-46.9544,250,1208,1312,2015-09-01
27009,-22.43471,-46.9544,250,1208,1144,2015-09-01
27010,-22.43471,-46.9543,250,1208,1184,2015-09-01
27011,-22.43472,-46.95437,250,288,360,2015-07-01
27012,-22.43473,-46.95435,250,1208,1200,2015-07-01
27013,-22.43473,-46.95431,250,1208,1208,2015-09-01
27014,-22.43473,-46.95432,250,1208,1176,2015-09-01
27015,-22.43474,-46.95432,250,1208,1176,2015-07-01
27016,-22.43474,-46.95439,250,1208,1208,2015-09-01
27017,-22.43474,-46.95432,250,1208,1184,2015-09-01
27018,-22.43475,-46.95434,250,1168,1192,2015-07-01
27019,-22.43475,-46.95435,250,1208,1160,2015-07-01
27020,-22.43475,-46.95433,250,1088,1072,2015-09-01
27021,-22.43475,-46.95438,250,1208,1208,2015-09-01
27022,-22.43476,-46.9544,250,1056,1072,2015-07-01
27023,-22.43476,-46.95433,250,1208,1272,2015-06-30
27024,-22.43476,-46.95442,250,1016,1000,2015-09-01
27025,-22.43478,-46.95437,250,1176,1232,2015-07-01
27026,-22.43478,-46.95441,250,1208,1184,2015-07-01
27027,-22.43479,-46.95443,250,1208,1192,2015-07-01
27028,-22.43479,-46.95448,250,968,1168,2015-07-01
27029,-22.43479,-46.95433,250,1272,1352,2015-06-30
27030,-22.43479,-46.95447,250,1208,1216,2015-09-01
27031,-22.4348,-46.95443,250,1208,976,2015-07-01
27032,-22.4348,-46.95444,250,1208,1176,2015-06-30
27033,-22.4348,-46.95441,250,1208,1216,2015-06-30
27034,-22.43481,-46.95439,250,1208,1136,2015-09-01
27035,-22.43482,-46.9544,250,1208,1200,2015-07-01
27036,-22.43482,-46.95443,250,1208,1000,2015-06-30
27037,-22.43482,-46.95444,250,1208,1216,2015-09-01
27038,-22.43483,-46.95438,250,1096,1216,2015-06-30
27039,-22.43484,-46.95445,250,1216,1176,2015-07-01
27040,-22.43484,-46.95435,250,512,408,2015-07-01
27041,-22.43484,-46.95438,250,1208,1152,2015-06-30
27042,-22.43484,-46.95441,250,1208,1160,2015-06-30
27043,-22.43485,-46.95436,250,1208,1272,2015-06-30
27044,-22.43485,-46.95446,250,1208,1200,2015-06-30
27045,-22.43485,-46.9544,250,1208,1128,2015-06-30
27046,-22.43486,-46.95439,250,1216,1040,2015-07-01
27047,-22.43486,-46.95439,250,1208,384,2015-06-30
27048,-22.43486,-46.95448,250,1208,1176,2015-09-01
27049,-22.43488,-46.95439,250,1216,1032,2015-06-30
27050,-22.43488,-46.95448,250,1208,1200,2015-09-01
27051,-22.43489,-46.9544,250,1208,1232,2015-06-30
27052,-22.43491,-46.95444,250,1208,1176,2015-07-01
27053,-22.43492,-46.95452,250,1208,1024,2015-07-01
27054,-22.43493,-46.95438,250,1208,1016,2015-06-30
27055,-22.43495,-46.95442,250,1208,1080,2015-07-01
27056,-22.43495,-46.95446,250,1224,1208,2015-06-30
27057,-22.43496,-46.95453,250,1224,1176,2015-06-30
27058,-22.43497,-46.95447,250,1208,1184,2015-07-01
27059,-22.43497,-46.95446,250,1224,1176,2015-06-30
27060,-22.43498,-46.95447,250,1208,1144,2015-07-01
27061,-22.43499,-46.95451,250,1208,968,2015-07-01
27062,-22.43499,-46.95438,250,1208,1184,2015-07-01
27063,-22.435,-46.95451,250,1208,1160,2015-06-30
27064,-22.43501,-46.95447,250,1216,1152,2015-06-30
27065,-22.43503,-46.95451,250,1208,1192,2015-07-01
27066,-22.43503,-46.95448,250,1208,1208,2015-07-01
27067,-22.43503,-46.95452,250,1208,1208,2015-06-30
27068,-22.43504,-46.95451,250,1208,1200,2015-07-01
27069,-22.43504,-46.95446,250,1208,1208,2015-07-01
27070,-22.43506,-46.9546,250,1208,536,2015-06-30
27071,-22.43507,-46.95452,250,1208,1184,2015-06-30
27072,-22.43508,-46.95455,250,1208,952,2015-06-30
27073,-22.43508,-46.9545,250,1208,1232,2015-06-30
27074,-22.43508,-46.9545,250,1224,840,2015-06-30
27075,-22.43509,-46.95452,250,1208,1208,2015-06-30
27076,-22.43514,-46.95731,500,1304,1336,2018-08-21
27077,-22.43517,-46.82812,350,1584,1592,2021-06-21
27078,-22.43519,-46.95733,500,1416,1456,2018-08-21
27079,-22.43519,-46.95732,250,1328,456,2018-08-25
27080,-22.43521,-46.95729,300,816,856,2018-08-21
27081,-22.43522,-46.95727,500,1232,1160,2018-08-21
27082,-22.43523,-46.95727,300,1072,1136,2018-08-21
27083,-22.43524,-46.95726,500,1312,1256,2018-08-21
27084,-22.43526,-46.95722,500,1208,1232,2018-08-21
27085,-22.43527,-46.95731,500,1208,1256,2018-08-21
27086,-22.43527,-46.95723,300,1104,1096,2018-08-21
27087,-22.43528,-46.95729,500,1408,1400,2018-08-21
27088,-22.43528,-46.95722,500,1216,1216,2018-08-21
27089,-22.4355,-42.9686,400,1632,1648,2020-04-15
27090,-22.43554,-42.97245,400,1608,1656,2020-04-07
27091,-22.43554,-42.9724,400,1488,1496,2020-04-07
27092,-22.43556,-42.97243,400,1608,1664,2020-04-07
27093,-22.43557,-42.97242,400,1608,1648,2020-04-06
27094,-22.43557,-42.97242,400,1608,1624,2020-04-06
27095,-22.43558,-42.97235,400,1616,1680,2020-04-07
27096,-22.4356,-42.9724,400,1608,1616,2020-04-07
27097,-22.43562,-42.97237,400,1608,1696,2020-04-07
27098,-22.43569,-42.97243,400,1640,1632,2020-04-07
27099,-22.43569,-42.97241,400,1608,1144,2020-04-07
27100,-22.43572,-47.55833,250,1104,1264,2022-03-15
27101,-22.43575,-47.55835,250,1104,1128,2022-03-15
27102,-22.43575,-47.55831,250,1016,1056,2022-03-15
27103,-22.43577,-47.55831,250,1008,1008,2022-03-15
27104,-22.43577,-42.97237,400,1608,1600,2020-04-06
27105,-22.43579,-47.55834,250,1056,1128,2022-03-16
27106,-22.43579,-47.5583,250,1008,1024,2022-03-15
27107,-22.43579,-47.5583,250,1008,1040,2022-03-15
27108,-22.43579,-42.97238,400,1624,1648,2020-04-07
27109,-22.43581,-47.55828,250,1024,1120,2022-03-16
27110,-22.43581,-47.55833,250,1048,1168,2022-03-16
27111,-22.43581,-47.5583,250,1032,1136,2022-03-15
27112,-22.43581,-47.55832,250,1008,688,2022-03-15
27113,-22.43581,-47.55832,250,1008,1064,2022-03-15
27114,-22.43582,-47.55832,250,1040,1064,2022-03-16
27115,-22.43582,-47.55837,250,1008,1016,2022-03-16
27116,-22.43582,-47.55834,250,1008,904,2022-03-15
27117,-22.43583,-47.55831,250,1008,1040,2022-03-16
27118,-22.43583,-47.55827,250,1024,1128,2022-03-15
27119,-22.43583,-47.55828,250,1016,1048,2022-03-15
27120,-22.43584,-47.55837,250,1008,1064,2022-03-16
27121,-22.43584,-47.55834,250,1008,1072,2022-03-16
27122,-22.43584,-47.55829,250,1008,1048,2022-03-16
27123,-22.43584,-47.55833,250,1008,968,2022-03-16
27124,-22.43585,-47.55832,250,1016,1048,2022-03-16
27125,-22.43585,-47.55835,250,1048,1064,2022-03-16
27126,-22.43585,-47.55835,250,1008,744,2022-03-16
27127,-22.43585,-47.55837,250,1008,976,2022-03-16
27128,-22.43585,-47.55833,250,968,1016,2022-03-15
27129,-22.43585,-47.55833,250,1008,1112,2022-03-15
27130,-22.43585,-47.55833,250,1016,328,2022-03-15
27131,-22.43586,-47.55831,250,1008,1112,2022-03-16
27132,-22.43586,-47.55834,250,1008,1016,2022-03-16
27133,-22.43586,-47.55831,250,1016,1016,2022-03-16
27134,-22.43586,-47.55835,250,1016,1016,2022-03-16
27135,-22.43588,-47.55835,250,1008,632,2022-03-16
27136,-22.43589,-47.55831,250,1104,560,2022-03-16
27137,-22.43589,-47.55833,250,1056,192,2022-03-16
27138,-22.43591,-47.55831,250,1040,1128,2022-03-16
27139,-22.43597,-46.82417,250,1008,1008,2018-09-24
27140,-22.43597,-46.82426,250,1008,1016,2018-09-25
27141,-22.43597,-46.82431,250,1008,1008,2018-09-25
27142,-22.43597,-46.82426,250,1008,1008,2018-09-25
27143,-22.43598,-46.82427,250,1008,968,2018-09-24
27144,-22.43598,-46.8243,250,1016,1000,2018-09-24
27145,-22.43598,-46.82429,250,1008,1008,2018-09-25
27146,-22.43598,-46.82423,250,1008,1008,2018-09-25
27147,-22.43598,-46.82428,250,1008,1000,2018-09-25
